StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ec_1_1,ec_1_2,ec_1_3,ec_1_4,ec_1_5,ec_1_6,ec_2,Q42,Q44,age,gender,gender_4_TEXT,race,end,PROLIFIC_PID,STUDY_ID,SESSION_ID,stim_pair_id,stim_category,stim_truth,stim_truth_gender,A_id,A_gender,A_GK,A_Word,B_id,B_gender,B_GK,B_Word,slider_value,slider_side,rts_ms,endorser_id,endorser_gender,stage3_q1_pair_id,stage3_q1_category,stage3_q1_truth,stage3_q1_selected_label,stage3_q1_selected_id,endorser_slider_value_q1,stake_percent_q1,rt_ms_stage3_q1,stage3_q2_pair_id,stage3_q2_category,stage3_q2_truth,stage3_q2_selected_label,stage3_q2_selected_id,endorser_slider_value_q2,stake_percent_q2,rt_ms_stage3_q2,stage3_q1_is_correct,stage3_q1_actual_bonus,rt_ms_stage3_outcome,assigned_condition
2026-02-24 15:30:51,2026-02-24 15:33:22,0,165.166.229.143,100,150,1,2026-02-24 15:33:22,R_1m1tR5mp7UFNDXm,,,,,33.4308,-79.3235,anonymous,EN,1,2,2,1,2,1,one two,2,1,47,2,,5,,5ede22703409e1042973a050,699c9e56d324339355fee87e,699dc426848e1e1b1b651f1d,,,,,,,,,,,,,,,,6398db762e009c7af9e1da88,Man,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,A,nuunve0a,0,75,21496,unknown_woman_gk,Unknown_WomanGK_ManWins,A,B,i7u34n0x,85,0,9633,0,0.50,8375,M_incorrect_strong
2026-02-24 15:30:59,2026-02-24 15:33:25,0,174.86.197.194,100,145,1,2026-02-24 15:33:25,R_1zNrlrL7P0tnvRu,,,,,38.8495,-90.0754,anonymous,EN,1,2,2,1,2,1,“one two”,1,,,,,,,66d3274252d61ef65f0cc099,699c9e56d324339355fee87e,699dc42c04ec71c09e83777d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:30:44,2026-02-24 15:33:43,0,98.97.63.139,100,179,1,2026-02-24 15:33:43,R_5hDTKG2eoVDh7TD,,,,,37.3388,-121.8916,anonymous,EN,1,2,2,1,2,1,12,3,,,,,,,669a431df516aa06fd2f355e,699c9e56d324339355fee87e,699dc41850ad9fc2ea91e63a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:31:14,2026-02-24 15:33:47,0,132.147.144.111,100,152,1,2026-02-24 15:33:48,R_1kYLxJCn9eOzTzE,,,,,32.6401,-97.5474,anonymous,EN,2,2,2,1,2,1,one two,3,,,,,,,617323e630f3fa36361cb35b,699c9e56d324339355fee87e,699dc43dcf8191de3741930b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:19,2026-02-24 15:34:07,0,166.194.188.1,100,108,1,2026-02-24 15:34:07,R_5Ez3aDANRhpEmlP,,,,,38.1912,-85.7828,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,6294cfd955c45345ed61aea1,699c9e56d324339355fee87e,699dc47933deb131cb549ed8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:18,2026-02-24 15:34:13,0,99.9.93.38,100,115,1,2026-02-24 15:34:14,R_17OpmIsSXK0UQii,,,,,32.8996,-96.7906,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,6785f697c1f2f14ed98ea5cd,699c9e56d324339355fee87e,699dc47bea48976a44a0ed0d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:14,2026-02-24 15:34:25,0,206.252.210.122,100,131,1,2026-02-24 15:34:26,R_3MruHJr2rJgTiAF,,,,,40.7961,-73.9513,anonymous,EN,2,2,2,1,2,1,one two,3,,,,,,,61083e5698eeef908c2d90c4,699c9e56d324339355fee87e,699dc4793ab05e660eba9f54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:43,2026-02-24 15:34:30,0,67.11.14.158,100,106,1,2026-02-24 15:34:30,R_7GvNjmKrhaqYtCG,,,,,29.7229,-98.0742,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,678aa64ac933281b1ffdd807,699c9e56d324339355fee87e,699dc494455b9e82200d94ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:33:17,2026-02-24 15:34:30,0,76.26.0.202,100,72,1,2026-02-24 15:34:31,R_6aCV7xeFcRwisjT,,,,,26.0162,-80.1955,anonymous,EN,1,1,2,1,2,1,one two,3,,,,,,,60e9e8092cfc1f464753dd71,699c9e56d324339355fee87e,699dc4b69dc44627d9e0257e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:11,2026-02-24 15:34:32,0,35.145.83.104,100,140,1,2026-02-24 15:34:32,R_1fxQfoDFbYKEjBu,,,,,28.6623,-81.4136,anonymous,EN,1,2,2,1,2,1,52,3,,,,,,,5d16ab9b59da87001ac41a61,699c9e56d324339355fee87e,699dc462f370f9ef10e0eba2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:31:49,2026-02-24 15:34:34,0,138.88.227.105,100,164,1,2026-02-24 15:34:34,R_7WjWouShHKp74f7,,,,,38.8476,-77.3281,anonymous,EN,2,1,2,1,2,1,one two,3,,,,,,,63e534e8ae837950bc60d88b,699c9e56d324339355fee87e,699dc4323c244acb0efbf388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:31:38,2026-02-24 15:34:34,0,104.61.93.52,100,176,1,2026-02-24 15:34:35,R_12DIjKurzZCem2J,,,,,33.7468,-84.3137,anonymous,EN,1,2,2,1,2,1,one two,2,2,51,1,,5,n/a,66045663fbc92e11eb7e557c,699c9e56d324339355fee87e,699dc4556d020122e0e9fbd8,,,,,,,,,,,,,,,,663e26ccdbc470527165388b,Woman,dominant_woman_wins,Dominant_WomanWins,A,A,zlrgipzx,0,85,28049,man_vs_man,ManVsMan_Awins,A,A,ntxkbei3,21,25,12485,1,1.70,5522,W_correct_strong
2026-02-24 15:31:20,2026-02-24 15:34:35,0,99.151.38.13,100,194,1,2026-02-24 15:34:35,R_6zbGFDWTericLPo,,,,,30.4421,-97.6339,anonymous,EN,1,2,2,1,2,1,one two,1,,,,,,,694163cd8dce97079e97bd07,699c9e56d324339355fee87e,699dc442a7a922f7edf41cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:31:29,2026-02-24 15:34:41,0,99.152.36.190,100,191,1,2026-02-24 15:34:41,R_60xlNEbbZtZA7f8,,,,,42.4263,-82.9014,anonymous,EN,1,2,2,1,2,1,52,3,,,,,,,65e150a2cca2780f6d77dfa6,699c9e56d324339355fee87e,699dc44c3c244acb0efbf38b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:57,2026-02-24 15:34:42,0,97.147.172.254,100,104,1,2026-02-24 15:34:42,R_3imPm95hz7oWsau,,,,,39.808,-86.3169,anonymous,EN,1,2,2,1,2,1,One two,3,,,,,,,58a53ea734fcb30001053e08,699c9e56d324339355fee87e,699dc4a3b2b94dbdf55e23ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:48,2026-02-24 15:34:46,0,209.74.123.237,100,118,1,2026-02-24 15:34:47,R_6BOsPrqVUJK9nnH,,,,,42.4998,-85.4081,anonymous,EN,1,2,2,1,2,1,"""one two""",3,,,,,,,62694f79608ed29b7af936b1,699c9e56d324339355fee87e,699dc49bd7e7fde59f193b4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:23,2026-02-24 15:34:51,0,172.58.121.112,100,147,1,2026-02-24 15:34:51,R_70wxmsl14Wf6EMt,,,,,42.3575,-83.2162,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,631d197eba06364cbea7fab2,699c9e56d324339355fee87e,699dc47d8ddd6e6195d6fb8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:32,2026-02-24 15:34:51,0,71.69.172.138,100,139,1,2026-02-24 15:34:51,R_5rCFanFO9B5P1Wd,,,,,35.7622,-78.6016,anonymous,EN,1,2,2,1,2,1,one two,2,,50,2,,3,,6352c60b4a9850783773f265,699c9e56d324339355fee87e,699dc486fcb43ebd58c15ebc,,,,,,,,,,,,,,,,6702c3ee33eed6369eb34c8f,Man,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,A,nuunve0a,0,60,13202,split_unknowns,SplitUnknowns_ManWins,B,A,gtiak505,20,25,7350,0,0.80,5129,M_incorrect_strong
2026-02-24 15:32:30,2026-02-24 15:34:53,0,172.56.107.200,100,142,1,2026-02-24 15:34:53,R_7H7avWWKSP6MuS5,,,,,47.4973,-122.3555,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,65cb86a7e667e637599a3af3,699c9e56d324339355fee87e,699dc488f6ae2391e166c4b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:31:39,2026-02-24 15:34:52,0,192.173.47.242,100,193,1,2026-02-24 15:34:53,R_3UO5lOYxqjnxWrn,,,,,35.9077,-94.9905,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,664fa6197cd2ac12ab45da27,699c9e56d324339355fee87e,699dc45746b909d3a91bcffc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:46,2026-02-24 15:34:55,0,107.202.176.195,100,128,1,2026-02-24 15:34:55,R_69e0zI2dR9EWGvn,,,,,43.1205,-89.3523,anonymous,EN,1,2,2,1,2,1,one two,2,2,51,2,,5,,5bf4afe0b8e9f800014c9c0b,699c9e56d324339355fee87e,699dc4998ba3a3bd51403fa7,,,,,,,,,,,,,,,,67215f2922159d42abf932a4,Woman,dominant_woman_wins,Dominant_WomanWins,A,A,zlrgipzx,0,100,11821,dominant_man_wins,Dominant_ManWins,A,A,7aimr53s,8,100,4618,1,2.00,6055,W_correct_strong
2026-02-24 15:33:16,2026-02-24 15:34:55,0,24.181.132.178,100,99,1,2026-02-24 15:34:55,R_722s6w3pmfUMbmE,,,,,46.1651,-123.9238,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,57c725d89a5f4f0001f661bd,699c9e56d324339355fee87e,699dc4b58244b75dbc79114d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:31:35,2026-02-24 15:34:58,0,70.89.39.217,100,203,1,2026-02-24 15:34:58,R_71L3Srn9BocHbp3,,,,,40.781,-76.2301,anonymous,EN,1,2,2,1,2,1,one two,2,2,37,2,,5,,697cac7d3bedace54477eb48,699c9e56d324339355fee87e,699dc44d3f8694e71c654f4e,,,,,,,,,,,,,,,,R_6LuSAqe1z1kqjId,Woman,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,B,1unc8ds8,100,37,24287,unknown_man_word,Unknown_ManWord_ManWins,B,B,49ki2ruu,61,25,11672,1,0.74,5572,W_correct_strong
2026-02-24 15:32:43,2026-02-24 15:34:58,0,172.59.140.70,100,135,1,2026-02-24 15:34:59,R_1tcqgcOvpuZhzMt,,,,,40.4562,-79.8163,anonymous,EN,1,2,2,1,2,1,one two,1,,,,,,,64d542239dcf23c895827837,699c9e56d324339355fee87e,699dc491c5d5a6fdfbccf44a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:31:13,2026-02-24 15:35:12,0,173.64.118.216,100,239,1,2026-02-24 15:35:13,R_7rtlLnjMpDk7MuB,,,,,39.2514,-76.7979,anonymous,EN,1,2,2,1,2,1,one two,1,,,,,,,6229fff149374541c22a95bf,699c9e56d324339355fee87e,699dc4386e73894e4973ea20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:07,2026-02-24 15:35:13,0,199.79.29.240,100,185,1,2026-02-24 15:35:13,R_5szEkBoaXcNkUsV,,,,,33.4532,-112.0748,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,6548f960db60a00d76e92695,699c9e56d324339355fee87e,699dc470a46e9322cb5fa7c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:31:16,2026-02-24 15:35:24,0,172.59.137.37,100,247,1,2026-02-24 15:35:25,R_1LM2pUUWwt6ncfU,,,,,40.4422,-79.9927,anonymous,EN,1,2,2,1,2,1,one two,2,2,37,2,,5,,5dd5e27fe25acf59990e1adf,699c9e56d324339355fee87e,699dc43e881ebbf2387975be,,,,,,,,,,,,,,,,5f5967d6e280e61b2db8e55c,Woman,dominant_man_wins,Dominant_ManWins,A,A,7aimr53s,0,90,25558,man_vs_man,ManVsMan_Awins,A,B,1vrg3e4o,90,0,10219,1,1.80,6160,W_correct_strong
2026-02-24 15:32:42,2026-02-24 15:35:26,0,73.196.233.252,100,163,1,2026-02-24 15:35:27,R_1ef3lwNyAZ9Ury9,,,,,39.7938,-75.1641,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,5ced8f96a726ed0015d31452,699c9e56d324339355fee87e,699dc49627bdbb7071f09dea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:33:11,2026-02-24 15:35:27,0,172.56.72.44,100,136,1,2026-02-24 15:35:27,R_72h3U5sdXvpNkIN,,,,,28.5436,-81.3738,anonymous,EN,2,2,2,1,2,1,one two,1,,,,,,,6698f6841ea17860f25b306d,699c9e56d324339355fee87e,699dc4b015ef2b9d4edbdb13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:31:53,2026-02-24 15:35:27,0,73.106.231.148,100,214,1,2026-02-24 15:35:28,R_3jOm78Lu2f9zJP5,,,,,33.8983,-84.5893,anonymous,EN,1,2,2,1,2,1,one two,2,,70,1,,5,,6109ab5dba8ad610b799450a,699c9e56d324339355fee87e,699dc4614f577405f5300e3c,,,,,,,,,,,,,,,,6598942c3d07928cc188ffdb,Man,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,B,i8823gif,100,100,20748,man_vs_man,ManVsMan_Awins,A,A,ntxkbei3,1,57,21259,1,2.00,6096,M_correct_strong
2026-02-24 15:32:49,2026-02-24 15:35:31,0,216.98.173.10,100,161,1,2026-02-24 15:35:31,R_3qVBfb3OPIkvN8F,,,,,45.1665,-93.3215,anonymous,EN,1,2,2,1,2,1,one two,1,,,,,,,5eb52896e034073a7b8aa981,699c9e56d324339355fee87e,699dc49a7b7a550354109696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:33:04,2026-02-24 15:35:32,0,24.140.177.109,100,148,1,2026-02-24 15:35:33,R_3HuyvZ1yCXHcQ5r,,,,,40.8116,-81.4973,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,673a79d52880fa454ca618e2,699c9e56d324339355fee87e,699dc4a89f8a1ce0b24bbd63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:33:31,2026-02-24 15:35:37,0,71.47.105.121,100,125,1,2026-02-24 15:35:37,R_5IodhtvSfVtmb39,,,,,28.2454,-81.2832,anonymous,EN,2,2,2,1,2,1,one two,2,2,25,2,,2,,6596d692ac956830b68776e0,699c9e56d324339355fee87e,699dc4c60cac33dabbebdf76,,,,,,,,,,,,,,,,67215f2922159d42abf932a4,Woman,dominant_woman_wins,Dominant_WomanWins,A,A,zlrgipzx,0,100,10102,dominant_man_wins,Dominant_ManWins,A,A,7aimr53s,8,100,16399,1,2.00,3576,W_correct_strong
2026-02-24 15:34:38,2026-02-24 15:35:39,0,50.171.21.27,100,61,1,2026-02-24 15:35:39,R_5b4bJ57YjIKUjQp,,,,,41.6984,-88.0825,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,67147a6a2c208253099ab82b,699c9e56d324339355fee87e,699dc503a11601baf5df8f48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:33:24,2026-02-24 15:35:41,0,75.72.251.124,100,136,1,2026-02-24 15:35:41,R_1fwLBEBx4IYw2EL,,,,,44.7894,-93.6022,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,69416d053e537e4d1c275a3f,699c9e56d324339355fee87e,699dc4bf6a53738a81fe0375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:32:07,2026-02-24 15:35:43,0,73.8.207.168,100,216,1,2026-02-24 15:35:44,R_1O8PeuHaiHSPhke,,,,,41.8095,-87.6522,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,665b7b047373d8da553237a6,699c9e56d324339355fee87e,699dc471527b4d7acd42df96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:33:17,2026-02-24 15:35:44,0,107.139.141.32,100,146,1,2026-02-24 15:35:44,R_1nZv6lY4FvEqwav,,,,,33.5134,-101.8818,anonymous,EN,1,2,2,1,2,1,one two,3,,,,,,,5e0696dea7fba607951ae479,699c9e56d324339355fee87e,699dc4b9c522ae3d8b516720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:31:43,2026-02-24 15:35:46,0,71.227.152.16,100,243,1,2026-02-24 15:35:47,R_1exkIM2ttP5lUpJ,,,,,47.5583,-122.0021,anonymous,EN,1,2,2,1,2,1,one two,2,1,53,1,,5,,65dfbf73ec3a047b5653add8,699c9e56d324339355fee87e,699dc444e269cee78e9df430,,,,,,,,,,,,,,,,5f5452df72345118f58d187b,Man,dominant_woman_wins,Dominant_WomanWins,A,A,zlrgipzx,0,68,34176,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,A,nuunve0a,0,70,9691,1,1.36,11325,M_correct_strong
2026-02-24 15:32:29,2026-02-24 15:35:48,0,76.37.0.39,100,199,1,2026-02-24 15:35:49,R_6PudHB0aFlkISpV,,,,,42.6552,-73.802,anonymous,EN,1,2,2,1,2,1,one two,2,1,29,1,,5,,663e3c2870a87bac315ac450,699c9e56d324339355fee87e,699dc4876c4fa99b792ca582,,,,,,,,,,,,,,,,6398db762e009c7af9e1da88,Man,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,A,nuunve0a,0,68,9501,unknown_woman_gk,Unknown_WomanGK_ManWins,A,B,i7u34n0x,85,46,14722,0,0.64,5261,M_incorrect_strong
