2026-02-11 15:29:00,2026-02-11 15:29:27,0,38.32.120.154,100,27,1,2026-02-11 15:29:28,R_7FFdoC5kSB76EU4,,,,,40.7126,-74.0066,anonymous,EN,1,2,2,1,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695fbf9995d4560dafda7b0a
2026-02-11 15:16:56,2026-02-11 15:34:00,0,67.197.115.11,100,1024,1,2026-02-11 15:34:01,R_3KB9GLWZQVCl4yJ,,,,,34.9151,-81.0129,anonymous,EN,1,2,2,1,2,1,one two,4,58,2,,5,,"4,5,8,7,9,6,2,3,0,1",,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,,69460cbe72971c116f062ac6
2026-02-11 15:31:59,2026-02-11 15:37:11,0,35.134.159.169,100,312,1,2026-02-11 15:37:11,R_1pxYvg2zkhXD0E9,,,,,38.4321,-90.3896,anonymous,EN,1,2,2,1,2,1,one two,4,40,2,,5,,"6,9,5,8,1,2,3,4,7,0",,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,,628f83dc5398c04bac86f9e6
2026-02-11 15:37:03,2026-02-11 15:37:58,0,68.105.237.243,100,54,1,2026-02-11 15:37:58,R_1dNie0RwjbN0Zso,,,,,37.045,-76.4067,anonymous,EN,2,2,2,1,2,1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6985f5b4dcd633561bd45966
2026-02-11 15:35:03,2026-02-11 15:43:45,0,174.108.69.0,100,522,1,2026-02-11 15:43:46,R_1dZkJMsxEULJaQp,,,,,35.0221,-80.5318,anonymous,EN,2,2,2,1,2,1,one two,4,32,2,,5,no issues,"7,8,1,0,5,3,2,9,6,4",,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,,650b03136ab3d4c832d98b71
2026-02-11 15:44:29,2026-02-11 15:54:39,0,100.34.61.236,100,609,1,2026-02-11 15:54:40,R_6QPm1BDnw8SBB2W,,,,,40.207,-75.0744,anonymous,EN,2,1,2,1,2,1,one two,4,36,1,,2,,"4,9,8,3,7,2,6,1,0,5",,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,,68f13ce0f28b6a3d5110c143
2026-02-11 15:47:20,2026-02-11 15:56:18,0,68.100.89.45,100,537,1,2026-02-11 15:56:19,R_1E6g4lNKOLGl8iv,,,,,38.8173,-77.2905,anonymous,EN,2,2,2,1,2,1,"""one two""",4,46,1,,2,,"4,8,5,0,6,1,7,2,3,9",,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,,664f9fe745392e574c5c57c3
2026-02-11 16:03:00,2026-02-11 16:08:48,0,162.226.250.215,100,347,1,2026-02-11 16:08:48,R_5u8xzHUR7qdCUxj,,,,,41.4866,-81.8037,anonymous,EN,2,2,2,1,2,1,one two,4,40,2,,5,,"1,9,5,8,7,4,0,2,6,3",,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,,5eea9a9ea8d6d71ba912a73e
2026-02-11 16:02:56,2026-02-11 16:13:51,0,96.249.227.120,100,655,1,2026-02-11 16:13:52,R_5MoqcXOR2uYSZX3,,,,,36.7969,-76.1797,anonymous,EN,2,2,2,1,2,1,one two,4,53,2,,5,,"3,9,8,0,7,1,5,4,2,6",,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,,63b63938dbf229f3eb46d4a4
2026-02-11 16:26:56,2026-02-11 16:37:46,0,113.20.53.151,100,650,1,2026-02-11 16:37:47,R_1q4dHA4KmCHYL3S,,,,,39.0814,-77.6443,anonymous,EN,2,2,2,1,2,1,one two,4,34,1,,5,,"0,9,3,7,4,1,5,8,6,2",,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,,67df2438f087a74ea30f779b
2026-02-11 16:34:32,2026-02-11 16:43:48,0,173.169.2.72,100,555,1,2026-02-11 16:43:48,R_7svtF8X3YeTUAKM,,,,,27.8895,-82.2421,anonymous,EN,2,2,2,1,2,1,one two,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c747b0f181ad300113363ed
2026-02-11 16:38:35,2026-02-11 16:45:33,0,50.106.188.180,100,417,1,2026-02-11 16:45:33,R_5lSo6GqHClGtlPa,,,,,38.4326,-82.0201,anonymous,EN,1,2,2,1,2,1,one two,4,59,2,,5,,"2,7,1,9,5,4,0,3,8,6",,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,,67cc63a3a8d24ad74be65272
2026-02-11 16:53:36,2026-02-11 17:01:08,0,96.245.74.53,100,451,1,2026-02-11 17:01:08,R_7d2U3XvpGFxE2MV,,,,,40.1166,-74.9469,anonymous,EN,2,2,2,1,2,1,one two,4,33,3,,3,,"8,4,6,9,2,0,5,7,1,3",,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,,69864b91db1f8e065b805468
2026-02-11 17:12:44,2026-02-11 17:20:42,0,173.69.151.147,100,478,1,2026-02-11 17:20:42,R_6L0wn7b54DsfYzQ,,,,,39.013,-76.6742,anonymous,EN,2,2,2,1,2,1,one two,4,44,1,,3,,"6,2,8,9,4,0,5,3,1,7",,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,,63039610eb593962736bd104
2026-02-11 17:24:58,2026-02-11 17:34:32,0,72.69.164.66,100,573,1,2026-02-11 17:34:32,R_5odW2x2KY0DEPUa,,,,,40.5978,-74.0001,anonymous,EN,2,2,2,1,2,1,one two,4,39,2,,2,"Why bother with gender at all? The percentiles pretty much act as objective measures of performance, why include the candidate's gender?","1,8,7,9,3,4,6,5,2,0",,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,,558fff05fdf99b3f7aada357
2026-02-11 18:12:01,2026-02-11 18:23:27,0,70.120.2.197,100,686,1,2026-02-11 18:23:28,R_6hG29rYjVBezwjg,,,,,29.5443,-98.5499,anonymous,EN,2,2,2,1,2,1,one two,4,30,1,,4,,"5,8,7,9,2,6,3,4,1,0",,unknown_woman_gk,Unknown_WomanGK_ManWins,A,Man,musgffcq,Man,41,48,i7u34n0x,Woman,Unknown,79,,,,split_unknowns,SplitUnknowns_ManWins,B,Man,gtiak505,Woman,97,Unknown,cjivnb9m,Man,Unknown,98,,,,identical_woman_woman,Identical_WomanWoman_Bwins,B,Woman,zaken6uy,Woman,68,72,3z86qvov,Woman,68,72,,,,man_vs_man,ManVsMan_Awins,A,Man,ntxkbei3,Man,88,62,1vrg3e4o,Man,18,96,,,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,Man,5yrzkge8,Woman,100,92,1unc8ds8,Man,11,31,,,,unknown_man_word,Unknown_ManWord_ManWins,B,Man,aoygoszl,Woman,76,2,49ki2ruu,Man,18,Unknown,,,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,Woman,nuunve0a,Man,93,92,i8823gif,Woman,29,86,,,,close_woman_wins,Close_WomanWins,A,Woman,e9jz82ta,Woman,76,17,fyis6atg,Man,81,12,,,,dominant_man_wins,Dominant_ManWins,A,Man,7aimr53s,Man,88,86,okxou2gf,Woman,4,62,,,,dominant_woman_wins,Dominant_WomanWins,A,Woman,zlrgipzx,Woman,97,99,wdjc417p,Man,4,6,,,,,695dc132474129bd66b932b2
