StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ec_1_1,ec_1_2,ec_1_3,ec_1_4,ec_1_5,ec_1_6,ec_2,Q45_1,Q45_2,Q45_3,Q45_4,Q42,Q44,age,gender,gender_4_TEXT,race,end,PROLIFIC_PID,STUDY_ID,SESSION_ID,stim_pair_id,stim_category,stim_truth,stim_truth_gender,A_id,A_gender,A_GK,A_Word,B_id,B_gender,B_GK,B_Word,slider_value,slider_side,rts_ms,endorser_id,endorser_gender,stage3_q1_pair_id,stage3_q1_category,stage3_q1_truth,stage3_q1_selected_label,stage3_q1_selected_id,endorser_slider_value_q1,stake_percent_q1,rt_ms_stage3_q1,stage3_q2_pair_id,stage3_q2_category,stage3_q2_truth,stage3_q2_selected_label,stage3_q2_selected_id,endorser_slider_value_q2,stake_percent_q2,rt_ms_stage3_q2,stage3_q1_is_correct,stage3_q1_actual_bonus,rt_ms_stage3_outcome,assigned_condition
2026-02-12 15:54:54,2026-02-12 15:55:22,0,8.9.86.165,100,28,1,2026-02-12 15:55:23,R_7Jz0kosDCwCLH62,,,,,43.114,-77.5689,anonymous,EN,1,2,2,1,2,1,one two,1,1,1,1,,,,,,,,62b20c0065e9809e66d13fa5,698df2d1ef3b06cdc3c49ca3,698df7c68638043dec642144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 15:50:51,2026-02-12 15:55:50,0,75.130.157.121,100,298,1,2026-02-12 15:55:50,R_7iVBwd5gHO9n4lx,,,,,35.697,-82.5607,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,1,60,1,,5,,64385d841e0d55be48c9c8e4,698df2d1ef3b06cdc3c49ca3,698df6ce3af14c554d680b63,,,,,,,,,,,,,,,,5eac686d82cc012af1e953c7,Man,unknown_woman_gk,Unknown_WomanGK_ManWins,A,B,i7u34n0x,100,100,,man_vs_man,ManVsMan_Awins,A,B,1vrg3e4o,82,,,0,0.00,,M_incorrect_strong
2026-02-12 15:56:33,2026-02-12 16:00:48,0,216.227.108.117,100,255,1,2026-02-12 16:00:49,R_11dZO3zJwRNYTDP,,,,,46.942,-122.606,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,,68,1,,5,,5c1021a547d07800011a23de,698df2d1ef3b06cdc3c49ca3,698df8296e05c7195ed9dc29,,,,,,,,,,,,,,,,55d234b45bc5bc0005d9039d,Man,dominant_woman_wins,Dominant_WomanWins,A,A,zlrgipzx,0,25,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,B,i7u34n0x,75,,,1,0.50,,M_correct_strong
2026-02-12 15:53:03,2026-02-12 16:01:28,0,172.59.222.233,100,505,1,2026-02-12 16:01:28,R_5q0zGSUqUc43F17,,,,,35.2916,-80.8201,anonymous,EN,2,2,2,1,2,1,one two,2,2,2,2,2,,20,1,,5,,677dc8b2a9160d395ca7e008,698df2d1ef3b06cdc3c49ca3,698df7503511ba0b9350c6d4,,,,,,,,,,,,,,,,5bf4afe0b8e9f800014c9c0b,Man,identical_woman_woman,Identical_WomanWoman_Bwins,B,A,zaken6uy,49,20,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,B,i7u34n0x,80,,,0,1.60,,M_incorrect_weak
2026-02-12 15:55:45,2026-02-12 16:02:04,0,71.30.164.121,100,378,1,2026-02-12 16:02:05,R_1G3PdMGedEuDXIi,,,,,37.0031,-88.2345,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,1,,,,,,,546e3778fdf99b2bc7ebcff6,698df2d1ef3b06cdc3c49ca3,698df7ed725badb83c0227e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 16:04:45,2026-02-12 16:08:55,0,75.49.117.54,100,249,1,2026-02-12 16:08:55,R_7Q0kEGRCNoXz8lB,,,,,30.0035,-90.0607,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,1,43,1,,5,,6633b252f18033398ce9a02c,698df2d1ef3b06cdc3c49ca3,698dfa131c174371962b8ce7,,,,,,,,,,,,,,,,67a95d468d14bd6324b4bbba,Man,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,A,5yrzkge8,0,75,,close_woman_wins,Close_WomanWins,A,B,fyis6atg,81,,,0,0.50,,M_incorrect_strong
2026-02-12 16:07:14,2026-02-12 16:12:29,0,66.229.94.170,100,315,1,2026-02-12 16:12:29,R_3Jr6SrzoRm4cjm2,,,,,26.0162,-80.1955,anonymous,EN,1,1,2,1,2,1,one two,2,2,2,2,3,,,,,,,60e9e8092cfc1f464753dd71,698df2d1ef3b06cdc3c49ca3,698df8b0e0796ae73569ea85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 16:05:04,2026-02-12 16:14:39,0,23.84.82.69,100,575,1,2026-02-12 16:14:40,R_7QtkybPmX6y4f9k,,,,,38.3698,-90.3785,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,1,34,1,,5,,62e02660c3ef175825ab7655,698df2d1ef3b06cdc3c49ca3,698dfa297e3329b622c97812,,,,,,,,,,,,,,,,6398db762e009c7af9e1da88,Man,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,A,nuunve0a,0,50,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,B,i7u34n0x,85,,,0,1.00,,M_incorrect_strong
2026-02-12 16:08:48,2026-02-12 16:14:44,0,199.79.29.240,100,355,1,2026-02-12 16:14:45,R_1scePSVDaNPTJJo,,,,,33.4532,-112.0748,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,2,53,2,,5,,6548f960db60a00d76e92695,698df2d1ef3b06cdc3c49ca3,698dfafd6fca7a42f78eb9b2,,,,,,,,,,,,,,,,66ccca31c45aad520357f3fb,Woman,identical_woman_woman,Identical_WomanWoman_Bwins,B,B,3z86qvov,52,50,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,A,5yrzkge8,1,,,1,1.00,,W_correct_weak
2026-02-12 16:13:26,2026-02-12 16:15:19,0,136.226.126.117,100,112,1,2026-02-12 16:15:19,R_1gzImPROOhT4Ltv,,,,,39.7391,-104.9866,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,3,,,,,,,633d785ff76adb41addde965,698df2d1ef3b06cdc3c49ca3,698dfb946b5354b8aceb032d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 16:12:47,2026-02-12 16:16:33,0,72.95.118.82,100,225,1,2026-02-12 16:16:33,R_3f20ibLSxSzoXnz,,,,,42.963,-72.2929,anonymous,EN,2,2,2,1,2,1,one two,2,2,2,2,2,1,36,2,,5,,5d9b7c7efaa2860364b16476,698df2d1ef3b06cdc3c49ca3,698dfbf41c162907d4b06efe,,,,,,,,,,,,,,,,6398db762e009c7af9e1da88,Man,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,A,nuunve0a,0,50,,unknown_woman_gk,Unknown_WomanGK_ManWins,A,B,i7u34n0x,85,,,0,1.00,,M_incorrect_strong
2026-02-12 16:17:14,2026-02-12 16:19:37,0,216.79.19.131,100,142,1,2026-02-12 16:19:38,R_5K6y8dezx7JbkQ4,,,,,38.22,-85.6942,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,1,,,,,,,6294cfd955c45345ed61aea1,698df2d1ef3b06cdc3c49ca3,698dfcfe63a9672722b4761b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 16:17:02,2026-02-12 16:20:35,0,72.133.120.61,100,213,1,2026-02-12 16:20:35,R_1wFGKbieNrEnF74,,,,,30.449,-97.9669,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,,38,1,,5,,66c49506c24e39d11f5d89fc,698df2d1ef3b06cdc3c49ca3,698dfcf76877a8e86f576f7f,,,,,,,,,,,,,,,,570521cfde5095001018a0c8,Man,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,A,5yrzkge8,0,50,,man_vs_man,ManVsMan_Awins,A,A,ntxkbei3,7,,,0,1.00,,M_incorrect_strong
2026-02-12 16:20:25,2026-02-12 16:21:58,0,172.58.208.38,100,92,1,2026-02-12 16:21:58,R_3LzloCntTcJ9mBG,,,,,33.9555,-118.2863,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,1,36,2,,5,,558823c2fdf99b318cb4224b,698df2d1ef3b06cdc3c49ca3,698dfcd8e09b51cc0116d790,,,,,,,,,,,,,,,,59e7477e3e4b5a00016aa4d2,Man,dominant_woman_wins,Dominant_WomanWins,A,B,wdjc417p,100,37,,split_unknowns,SplitUnknowns_ManWins,B,A,gtiak505,1,,,0,1.26,,M_incorrect_strong
2026-02-12 16:25:10,2026-02-12 16:28:59,0,66.181.117.229,100,228,1,2026-02-12 16:28:59,R_5B2K9MsEN0BzcVr,,,,,44.8227,-68.8001,anonymous,EN,1,2,2,1,2,1,one one,2,2,2,2,2,2,46,2,,5,,5c0f500787e876000151fc5f,698df2d1ef3b06cdc3c49ca3,698dfedea26d9d4dec43f8dc,,,,,,,,,,,,,,,,663e26ccdbc470527165388b,Woman,dominant_woman_wins,Dominant_WomanWins,A,A,zlrgipzx,0,60,,man_vs_man,ManVsMan_Awins,A,A,ntxkbei3,21,,,1,1.20,,W_correct_strong
2026-02-12 16:27:34,2026-02-12 16:30:48,0,47.189.25.109,100,193,1,2026-02-12 16:30:48,R_3R3mjsboIUb09c4,,,,,33.0809,-96.7241,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,3,,,,,,,677968daf8dc4ddeecc53a73,698df2d1ef3b06cdc3c49ca3,698dff55a9d6e8b8ea4060a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 16:33:14,2026-02-12 16:36:35,0,68.40.140.181,100,201,1,2026-02-12 16:36:36,R_581ggx4l8YIFxYd,,,,,42.2314,-83.6344,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,,46,1,,5,,5d93b788fdfe9d001c00c255,698df2d1ef3b06cdc3c49ca3,698e00c4ae7a2f91b56cfd95,,,,,,,,,,,,,,,,63ed04d2ce3b27bda2fbbb9c,Man,identical_woman_woman,Identical_WomanWoman_Bwins,B,A,zaken6uy,48,20,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,A,nuunve0a,6,,,0,1.60,,M_incorrect_weak
2026-02-12 16:36:54,2026-02-12 16:41:04,0,156.12.50.68,100,250,1,2026-02-12 16:41:05,R_142ysLYNkxC5Dup,,,,,40.5201,-75.7768,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,2,45,1,,5,,55c0ca6cfdf99b2e8efc9f4b,698df2d1ef3b06cdc3c49ca3,698e01a0997e26d606995a16,,,,,,,,,,,,,,,,5c005838232b6c0001221acf,Woman,dominant_man_wins,Dominant_ManWins,A,B,okxou2gf,100,50,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,B,i8823gif,83,,,0,1.00,,W_incorrect_strong
2026-02-12 16:41:29,2026-02-12 16:44:44,0,68.62.59.248,100,195,1,2026-02-12 16:44:44,R_7vtADUJ1wbZJRhn,,,,,42.7367,-84.4758,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,2,42,2,,5,,5a28bf2b8766a40001900b24,698df2d1ef3b06cdc3c49ca3,698e02b1a7b81a675e92d336,,,,,,,,,,,,,,,,66ccca31c45aad520357f3fb,Woman,identical_woman_woman,Identical_WomanWoman_Bwins,B,B,3z86qvov,52,61,,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,A,5yrzkge8,1,,,1,1.22,,W_correct_weak
2026-02-12 16:45:01,2026-02-12 16:56:28,0,73.110.221.54,100,686,1,2026-02-12 16:56:28,R_6E0ChYW6QVVqN35,,,,,39.8367,-88.9428,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,2,50,3,,5,,55f5e5e132af740012171c62,698df2d1ef3b06cdc3c49ca3,698e0385feb186f39e9a54a2,,,,,,,,,,,,,,,,65714a2185b7c4c7ee00ddcd,Woman,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,A,5yrzkge8,0,29,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,A,nuunve0a,15,,,0,1.42,,W_incorrect_strong
2026-02-12 16:56:46,2026-02-12 17:01:19,0,159.118.106.100,100,272,1,2026-02-12 17:01:19,R_1UcOumGPSBqIXBf,,,,,30.3557,-89.1655,anonymous,EN,1,1,2,1,2,1,one two,2,2,2,2,2,,51,2,,5,,66d1fdd400acfdbc181f41e0,698df2d1ef3b06cdc3c49ca3,698e06476ec27c551335f1cb,,,,,,,,,,,,,,,,5e5731e3e1e8b90e25c1f3a2,Man,close_woman_wins,Close_WomanWins,A,B,fyis6atg,51,10,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,A,nuunve0a,11,,,0,1.80,,M_incorrect_weak
2026-02-12 17:04:09,2026-02-12 17:05:59,0,96.58.6.218,100,109,1,2026-02-12 17:06:00,R_1kvTJ7CDg7GvrI9,,,,,28.3022,-82.6264,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,3,,,,,,,5dd2c9f2c925a82e5167ef8b,698df2d1ef3b06cdc3c49ca3,698e07fcbd5c16dd44f24f5f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 17:12:43,2026-02-12 17:16:59,0,128.148.225.27,100,255,1,2026-02-12 17:17:00,R_6kZIdNM3tw3i38p,,,,,41.8307,-71.3982,anonymous,EN,2,2,2,1,2,1,one two,2,2,2,2,3,,,,,,,5ea5a441b9696a01179b66ed,698df2d1ef3b06cdc3c49ca3,698e0a0563a932d0c7b06f41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 17:19:15,2026-02-12 17:25:06,0,104.8.179.209,100,350,1,2026-02-12 17:25:06,R_74IrXqD4vTNQNpX,,,,,29.6254,-95.375,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,,46,1,,5,,66d889f9225a2153f47cfe38,698df2d1ef3b06cdc3c49ca3,698e0b8cd3c0b70aa289d01d,,,,,,,,,,,,,,,,63d5b810f3dbbd11e7e65870,Woman,identical_woman_woman,Identical_WomanWoman_Bwins,B,B,3z86qvov,51,50,,close_woman_wins,Close_WomanWins,A,B,fyis6atg,98,,,1,1.00,,W_correct_weak
2026-02-12 17:10:16,2026-02-12 17:26:16,0,76.200.140.145,100,959,1,2026-02-12 17:26:16,R_57B7znVquzY4ZKp,,,,,30.1569,-95.7414,anonymous,EN,2,2,2,1,2,1,one two,2,2,2,2,2,2,66,1,,4,No comments,65cd252065e6e71ce098fad0,698df2d1ef3b06cdc3c49ca3,698e096e6b50262182b8c143,,,,,,,,,,,,,,,,67215f2922159d42abf932a4,Woman,dominant_woman_wins,Dominant_WomanWins,A,A,zlrgipzx,0,75,,dominant_man_wins,Dominant_ManWins,A,A,7aimr53s,8,,,1,1.50,,W_correct_strong
2026-02-12 17:15:10,2026-02-12 17:26:47,0,172.59.69.177,100,697,1,2026-02-12 17:26:48,R_3xygdnmpIvmDupD,,,,,30.2851,-81.8217,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,,60,3,,5,"The last question on what the gender is of the endorser, it didn't even give me time to answer, it scrolled and went to next page.",67a8ef6331f586a361a8ec33,698df2d1ef3b06cdc3c49ca3,698e09b7ee9a6f5302dd4a1b,,,,,,,,,,,,,,,,5d537c0cecc84200153075e9,Woman,dominant_woman_wins,Dominant_WomanWins,A,A,zlrgipzx,0,100,,unknown_man_word,Unknown_ManWord_ManWins,B,A,aoygoszl,4,,,1,2.00,,W_correct_strong
2026-02-12 17:29:16,2026-02-12 17:31:59,0,99.35.39.226,100,163,1,2026-02-12 17:32:00,R_3LYBoyPVTiz6EF3,,,,,29.9381,-90.0309,anonymous,EN,2,2,2,1,2,1,one two,2,2,2,2,2,1,23,1,,5,,61202b6be797314915cb1bd7,698df2d1ef3b06cdc3c49ca3,698e0de8ea9e427eb3d98e4d,,,,,,,,,,,,,,,,66b01097e95b0626c2cd7b5c,Man,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,B,1unc8ds8,100,85,,dominant_man_wins,Dominant_ManWins,A,A,7aimr53s,5,,,1,1.70,,M_correct_strong
2026-02-12 17:38:10,2026-02-12 17:41:10,0,107.139.141.32,100,180,1,2026-02-12 17:41:11,R_3MuoUJQv1DUm4Ql,,,,,33.5134,-101.8818,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,1,41,2,,3,interesting and thanks,5e0696dea7fba607951ae479,698df2d1ef3b06cdc3c49ca3,698e0ffcc8472f529fd2ffac,,,,,,,,,,,,,,,,59e7477e3e4b5a00016aa4d2,Man,dominant_woman_wins,Dominant_WomanWins,A,B,wdjc417p,100,72,,split_unknowns,SplitUnknowns_ManWins,B,A,gtiak505,1,,,0,0.56,,M_incorrect_strong
2026-02-12 17:46:53,2026-02-12 17:53:56,0,68.48.227.86,100,422,1,2026-02-12 17:53:56,R_5Ce9rw5PaPERtSP,,,,,42.6563,-83.1231,anonymous,EN,1,2,2,1,2,1,one two,2,2,2,2,2,,35,1,,5,,666ca05fdb54ef7e18d62125,698df2d1ef3b06cdc3c49ca3,698e1206492ea63f3fa80878,,,,,,,,,,,,,,,,655f96e689f922fe983fed35,Woman,misleading_woman_looks_better,ObviousFails_WomanLooksBetter,B,A,5yrzkge8,0,75,,misleading_man_looks_better,ObviousFails_ManLooksBetter,B,A,nuunve0a,13,,,0,0.50,,W_incorrect_strong
